id,video_path
1313,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Kurt_Kr_mer_-_Klatschen_im_Flugzeug_clap_u_cm_np1_ri_med_5.avi
1314,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/RE-_Boom_Snap_Clap_clap_u_nm_np1_fr_med_1.avi
1315,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/RE-_Boom_Snap_Clap_clap_u_nm_np1_fr_med_0.avi
1316,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/The_Slow_Clap_clap_u_cm_np1_fr_bad_7.avi
1317,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_u_cm_np2_fr_bad_11.avi
1318,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Budam_-_Clap_Hands_clap_u_nm_np1_fr_med_2.avi
1319,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/The_Slow_Clap_clap_u_nm_np2_fr_med_8.avi
1320,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/The_Slow_Clap_clap_u_cm_np2_fr_med_17.avi
1321,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/The_Slow_Clap_clap_u_nm_np1_fr_med_12.avi
1322,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/The_Slow_Clap_clap_u_nm_np1_fr_med_0.avi
1323,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_u_cm_np1_fr_med_6.avi
1324,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Glory_clap_h_nm_np1_fr_med_52.avi
1325,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/The_Slow_Clap_clap_u_nm_np1_fr_med_1.avi
1326,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np1_fr_med_5.avi
1327,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/The_Slow_Clap_clap_u_nm_np1_fr_med_13.avi
1328,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/The_Slow_Clap_clap_u_nm_np2_fr_med_9.avi
1329,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Budam_-_Clap_Hands_clap_u_nm_np1_fr_med_1.avi
1330,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/The_Slow_Clap_clap_u_nm_np2_fr_med_28.avi
1331,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np3_fr_med_8.avi
1332,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np3_fr_med_9.avi
1333,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/The_Slow_Clap_clap_u_nm_np1_fr_med_2.avi
1334,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Kurt_Kr_mer_-_Klatschen_im_Flugzeug_clap_u_cm_np1_ri_med_2.avi
1335,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/The_Slow_Clap_clap_u_nm_np1_fr_med_10.avi
1336,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Budam_-_Clap_Hands_clap_u_nm_np1_fr_med_0.avi
1337,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Baby_Bob_kann_klatschen_!_clap_u_cm_np1_fr_med_0.avi
1338,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Faith_Rewarded_clap_u_cm_np1_le_med_0.avi
1339,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Baby_Bob_kann_klatschen_!_clap_u_cm_np1_fr_med_1.avi
1340,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Kurt_Kr_mer_-_Klatschen_im_Flugzeug_clap_f_nm_np1_fr_med_0.avi
1341,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/A_Round_of_Applause_clap_u_cm_np1_fr_med_0.avi
1342,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/A_Round_of_Applause_clap_u_cm_np1_fr_med_1.avi
1343,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Glory_clap_u_nm_np2_fr_goo_51.avi
1344,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Baby_Bob_kann_klatschen_!_clap_u_cm_np1_fr_med_2.avi
1345,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/#20_Rhythm_clap_u_nm_np1_fr_goo_2.avi
1346,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Clap_Hands_clap_u_nm_np1_fr_med_0.avi
1347,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/boom-snap-clap_clap_u_nm_np1_fr_med_2.avi
1348,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Theslowclap1_clap_f_cm_np1_fr_med_0.avi
1349,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/NotAnotherTeenMovieslowclap_clap_u_nm_np1_fr_med_0.avi
1350,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/My_Lil__Man_clapping_his_Hands_clap_u_nm_np1_fr_goo_0.avi
1351,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Alex_applauding_himself_clap_u_cm_np1_fr_med_1.avi
1352,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/103_years_old_japanese_woman__Nao_is_clapping_with_piano_music_by_beethoven_clap_u_nm_np1_fr_med_0.avi
1353,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/boom-snap-clap_clap_u_nm_np1_fr_med_3.avi
1354,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Clap_Hands_clap_u_nm_np1_fr_med_1.avi
1355,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/NotAnotherTeenMovieslowclap_clap_u_cm_np5_fr_med_3.avi
1356,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/#20_Rhythm_clap_u_nm_np1_fr_goo_1.avi
1357,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np2_ba_med_3.avi
1358,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Standing_clap_f_cm_np1_fr_med_0.avi
1359,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/boom-snap-clap_clap_u_nm_np1_fr_med_1.avi
1360,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Boom__Snap__Clap!_(Challenge)_clap_u_nm_np1_fr_med_1.avi
1361,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/SnakesonaPlaneSlowClap_clap_u_cm_np2_fr_med_0.avi
1362,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Boom__Snap__Clap!_(Challenge)_clap_u_nm_np1_fr_med_0.avi
1363,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Clap_Hands_clap_u_nm_np1_fr_med_2.avi
1364,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/boom-snap-clap_clap_u_nm_np1_fr_med_0.avi
1365,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Standing_clap_f_cm_np1_fr_med_1.avi
1366,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/Deutscher_Klatsch_-_The_Clap_-_Lexy_clap_f_cm_np2_ba_med_2.avi
1367,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/clap/#20_Rhythm_clap_u_nm_np1_fr_goo_0.avi
1368,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Goal_Keeping_Tips_catch_f_cm_np1_fr_med_0.avi
1369,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_u_cm_np1_fr_bad_0.avi
1370,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwartraining_TuS_Koblenz_11_08_09_catch_f_cm_np1_le_bad_2.avi
1371,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/torwart_de-Camp_2009-_Training_hoher_B_lle_mit_Airbodies_catch_f_cm_np1_fr_bad_0.avi
1372,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/torwart_de-Camp_2009_-_Hohe_B_lle_catch_f_cm_np1_ba_med_1.avi
1373,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_3_(_sterreich)_catch_f_nm_np1_le_med_2.avi
1374,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/torwart_de-Camp_2009_-_Hohe_B_lle_catch_f_cm_np1_ba_med_0.avi
1375,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Goal_Keeping_Tips_catch_u_cm_np1_fr_med_3.avi
1376,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_2.avi
1377,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_fr_bad_3.avi
1378,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_0.avi
1379,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwartraining_TuS_Koblenz_11_08_09_catch_f_cm_np1_le_bad_1.avi
1380,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/torwart_de-Camp_2009-_Training_hoher_B_lle_mit_Airbodies_catch_f_cm_np1_fr_bad_3.avi
1381,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/torwart_de-Camp_2009_-_Hohe_B_lle_catch_f_cm_np1_ba_med_2.avi
1382,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Goal_Keeping_Tips_catch_u_cm_np1_fr_med_1.avi
1383,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_3_(_sterreich)_catch_f_nm_np1_le_med_1.avi
1384,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_3_(_sterreich)_catch_f_nm_np1_le_med_0.avi
1385,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/torwart_de-Camp_2009-_Training_hoher_B_lle_mit_Airbodies_catch_f_cm_np1_fr_bad_2.avi
1386,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Goal_Keeping_Tips_catch_f_cm_np1_fr_med_2.avi
1387,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_catch_f_cm_np1_ri_med_1.avi
1388,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_catch_u_cm_np1_fr_bad_4.avi
1389,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/How_to_Play_Wide_Receiver_in_Football_-_How_to_Catch_a_High_Ball_in_Football_catch_f_nm_np1_ri_med_1.avi
1390,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Goalkeeper_Training_Day_#_2_catch_f_cm_np1_fr_bad_2.avi
1391,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Finding_Forrester_3_catch_f_nm_np2_ba_med_7.avi
1392,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Frisbee_catch_f_cm_np1_fr_bad_2.avi
1393,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_le_med_1.avi
1394,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_fr_bad_5.avi
1395,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_le_med_8.avi
1396,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Goalkeeper_Training_Day_#_2_catch_f_cm_np1_fr_bad_1.avi
1397,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Goalkeeper_Training_Day_#_2_catch_f_cm_np1_fr_bad_0.avi
1398,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_fr_bad_6.avi
1399,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Finding_Forrester_3_catch_u_cm_np1_fr_goo_11.avi
1400,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwartraining_TuS_Koblenz_11_08_09_catch_f_cm_np1_ri_bad_0.avi
1401,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_catch_f_cm_np1_ba_bad_8.avi
1402,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Handball_Passtraining_in_der_Zweiergruppe_(1)_catch_f_cm_np1_le_bad_1.avi
1403,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_catch_u_cm_np1_ri_med_0.avi
1404,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Goalkeeper_Training_Day_#_7_catch_f_cm_np1_ri_med_1.avi
1405,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Goalkeeper_Training_Day_#_7_catch_f_cm_np1_ri_med_0.avi
1406,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_catch_u_cm_np1_ri_med_1.avi
1407,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_catch_f_cm_np1_ba_bad_9.avi
1408,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Ball_hochwerfen_-_Rolle_-_Ball_fangen_(Timo_3)_catch_f_cm_np1_ri_med_1.avi
1409,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_4.avi
1410,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Behinderten_Sport_part_2_catch_f_cm_np1_ri_bad_1.avi
1411,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Frisbee_catch_f_cm_np1_ri_med_0.avi
1412,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_catch_u_cm_np1_ri_med_2.avi
1413,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Frisbee_catch_f_cm_np1_ri_med_1.avi
1414,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_5.avi
1415,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_ba_bad_8.avi
1416,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/torwart_de_-_Torwarttraining_Werder_Bremen_catch_f_cm_np1_ba_bad_0.avi
1417,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Goalkeeper_Training_Day_#_7_catch_f_nm_np1_ri_bad_4.avi
1418,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/torwart_de_-_Torwarttraining_Werder_Bremen_catch_f_cm_np1_ba_bad_1.avi
1419,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_le_med_3.avi
1420,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Goalkeeper_Training_Day_#_7_catch_f_cm_np1_ba_bad_2.avi
1421,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_ba_bad_7.avi
1422,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/torwart_de-Camp_2009-_Training_hoher_B_lle_mit_Airbodies_catch_f_cm_np1_ba_bad_4.avi
1423,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ri_med_7.avi
1424,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ri_med_5.avi
1425,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Ball_hochwerfen_-_Rolle_-_Ball_fangen_(Timo_3)_catch_f_cm_np1_le_goo_0.avi
1426,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_catch_f_cm_np1_ba_bad_10.avi
1427,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Goalkeeper_Training_Day_#_2_catch_f_cm_np1_ba_bad_3.avi
1428,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_f_cm_np1_ri_med_4.avi
1429,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ri_med_4.avi
1430,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Faith_Rewarded_catch_f_cm_np1_fr_med_10.avi
1431,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Handball_Passtraining_in_der_Zweiergruppe_(1)_catch_f_cm_np1_le_med_0.avi
1432,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ba_med_0.avi
1433,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_f_cm_np1_ri_med_0.avi
1434,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_0.avi
1435,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/How_to_Pass_in_Basketball_catch_f_cm_np1_le_bad_0.avi
1436,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_1.avi
1437,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Phillies_dad_catches_foul_ball_before_daughter_tosses_it_away_catch_f_cm_np1_ba_bad_0.avi
1438,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ba_med_1.avi
1439,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Goalkeeper_Training_Day_#_2_catch_f_cm_np1_ba_bad_4.avi
1440,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/torwart_de-Camp_2009-_Training_hoher_B_lle_mit_Airbodies_catch_f_cm_np1_ba_bad_1.avi
1441,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_2_(_sterreich)_catch_f_cm_np1_ba_goo_2.avi
1442,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Goalkeeper_Training_Day_#_2_catch_f_cm_np1_ba_bad_5.avi
1443,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_f_cm_np1_ri_med_2.avi
1444,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/96-_Torwarttraining_1_catch_f_cm_np1_le_bad_0.avi
1445,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_ba_med_2.avi
1446,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/How_to_Play_Wide_Receiver_in_Football_-_How_to_Catch_a_High_Ball_in_Football_catch_f_nm_np1_ri_goo_0.avi
1447,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_5.avi
1448,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_catch_f_cm_np1_le_bad_3.avi
1449,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/torwart_de_-_Torwarttraining_Werder_Bremen_catch_f_cm_np1_fr_bad_3.avi
1450,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Ballfangen_catch_u_cm_np1_fr_goo_0.avi
1451,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_le_bad_4.avi
1452,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Ballfangen_catch_u_cm_np1_fr_goo_1.avi
1453,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/torwart_de_-_Torwarttraining_Werder_Bremen_catch_f_cm_np1_fr_bad_2.avi
1454,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_4.avi
1455,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_5.avi
1456,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Goalkeeper_Training_Day_#_7_catch_f_cm_np1_le_bad_3.avi
1457,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Ballfangen_catch_u_cm_np1_fr_goo_2.avi
1458,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Fangen_und_Werfen_catch_u_nm_np1_fr_bad_0.avi
1459,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_le_med_6.avi
1460,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_3_(_sterreich)_catch_f_nm_np1_fr_med_3.avi
1461,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_catch_f_cm_np1_le_bad_5.avi
1462,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_catch_u_cm_np1_le_bad_7.avi
1463,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_catch_f_cm_np1_le_bad_11.avi
1464,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Seldin_Lipovic_-_Willi_Weber__Torwarttraining__catch_f_cm_np1_le_bad_2.avi
1465,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_catch_u_cm_np1_le_bad_6.avi
1466,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Torwarttraining_Arminia_Bielefeld_catch_f_cm_np1_le_med_3.avi
1467,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Behinderten_Sport_part_2_catch_f_cm_np1_fr_bad_0.avi
1468,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_1.avi
1469,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/catch/Florian_Fromlowitz_beim_Training_der_U_21_Nationalmannschaft_catch_u_cm_np1_le_med_3.avi
1470,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/EVOLUTION_stand_u_cm_np1_fr_med_7.avi
1471,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/20070723_sfjff_waitingforrescue_stand_f_nm_np1_fr_med_0.avi
1472,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/TheBoondockSaints_stand_u_nm_np1_fr_med_111.avi
1473,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/OldSchool_stand_f_nm_np1_fr_med_21.avi
1474,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/RATRACE_stand_f_cm_np1_le_med_35.avi
1475,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/FestivalofColors_stand_f_nm_np1_fr_med_0.avi
1476,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/TheBoondockSaints_stand_f_cm_np1_fr_med_60.avi
1477,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/EVOLUTION_stand_u_cm_np1_fr_med_6.avi
1478,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/TheLastManOnearth_stand_u_nm_np1_ri_bad_8.avi
1479,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/AmericanGangster_stand_f_nm_np1_fr_bad_34.avi
1480,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/AllThePresidentMen_stand_u_nm_np1_le_med_1.avi
1481,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/CastAway1_stand_u_nm_np1_le_med_20.avi
1482,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/BRIDGETOTERABITHIA_stand_f_nm_np1_fr_med_1.avi
1483,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/AmericanGangster_stand_u_nm_np1_ba_bad_22.avi
1484,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/Crash_stand_f_cm_np1_ri_bad_12.avi
1485,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/LONGESTYARD_stand_u_cm_np1_le_med_18.avi
1486,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/Shadow_of_a_Doubt_stand_u_cm_np1_fr_med_3.avi
1487,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/THE_PROTECTOR_stand_f_nm_np1_le_med_62.avi
1488,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/BLACK_HAWK_DOWN_stand_u_cm_np1_fr_med_6.avi
1489,/Users/apoorvagarwal/Desktop/project/cse-515-phase2/target_videos/stand/IndianaJonesandTheTempleofDoom_stand_f_nm_np1_ri_med_3.avi
